,inside-canon,inside-far1
ground_lightsource,-0.311202221238901,-0.27506786776612163
ground_container,0.9642666176100874,2.247543219759207
support,0.7670645537742304,1.7556518881747125
ground_verticality,-0.7233168943468207,-0.6584825378489244
shortest_distance,-0.8326150057696339,-0.7680221949573364
contact_proportion,5.37591971366134,1.831358739563168
above_proportion,-1.3120182892410817,0.37862534852504687
below_proportion,-0.9510335203842522,-0.9018823008123427
bbox_overlap_proportion,6.34294036711216,2.3071446980480723
horizontal_distance,-0.5827256391514041,-1.188551477518872
f_covers_g,-0.30493754117931376,0.5001081053880703
g_covers_f,2.07576443089145,1.2092408657778395
location_control,2.36467074003285,1.7676849609934502
