,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
ground_lightsource,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground_container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
support,0.0043650699839660944,0.00034310131730054815,0.01702538291476706,0.01593905120938572,0.01702538291476706,0.021665293735370423,0.01702538291476706,0.00319170980070898
ground_verticality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shortest_distance,0.008817108899378857,0.008048292659934947,0.022548947530608408,0.025928916675876337,0.022548947530608408,0.033646805454684375,0.022548947530608408,0.022748171834611024
contact_proportion,0.0029669068342294005,0.006208921261400374,0.018565280329068803,0.051687095447218306,0.018565280329068803,0.053099324692894426,0.018565280329068803,0.00035556000010732256
above_proportion,0.0005947636440121686,0.0031108010371890963,0.2041133243703383,0.04557103998922874,0.2041133243703383,0.21126599141661903,0.2041133243703383,0.012606968726692928
below_proportion,0.00148297343222816,0.002981937640380841,0.11837980159319639,0.03090177115323118,0.11837980159319639,0.12239434899279436,0.11837980159319639,0.006208147953627343
bbox_overlap_proportion,0.006357831017176042,0.000594796245573235,0.030255996734756343,0.006030117724066729,0.030255996734756343,0.04268560453410166,0.030255996734756343,0.008723952862175203
horizontal_distance,0.00717652130706401,0.006935198767330714,0.06270921391862284,0.033047485374422564,0.06270921391862284,0.051762770041849586,0.06270921391862284,0.016905523277107443
f_covers_g,0.004214040016816397,0.006427494932584608,0.06410214741867486,0.0031328362520678683,0.06410214741867486,0.06348183535598721,0.06410214741867486,0.010095358765251763
g_covers_f,0.0015705309469016282,0.0008115173729841556,0.08117190369146257,0.02578937673055879,0.08117190369146257,0.0552088731301686,0.08117190369146257,0.01301804505050692
location_control,0.005837764555815994,0.014304932646913742,0.08493171307557397,0.02731139057374174,0.08493171307557397,0.07724986319124356,0.08493171307557397,0.020473738913233154
