d5139890-654b-4b6d-925d-3c89ab25b7d8,20190619-140629,0
d99963a8-5d8a-4321-bca5-90ba0238455a,20190619-140637,0
2c8cf593-0e39-4bef-8f24-ab40da9b1431,20190619-140605,0
43326673-c1b7-41d9-ab4b-e8e397423c18,20190619-140656,1
0d4e582f-4c70-4441-b291-c21701de0694,20190619-140608,1
64c5deee-d2b4-4f6a-90cc-fa401d5a30c6,20190619-160648,1
9682ec5d-d179-4bff-b7dc-621e55f42dd4,20190619-170638,0
32ad7a22-b853-4b18-b0df-90a394c0f767,20190620-100608,1
cd6cda27-7703-438d-8c9d-625ac6c7df5c,20190621-060626,1
c645aac1-fda5-447d-a3ee-cc131ba2f512,20190621-080611,1
254c8899-f107-4624-80e2-2a2e899e16b6,20190621-080607,1
24f3c13d-9f6a-4e8a-8c96-061bd34abbcf,20190621-080620,1
7af06c64-2fbd-44c3-996b-6c5e4443b4bf,20190621-080632,1
3a178738-a06b-41ac-b85d-661a387ed398,20190621-080659,1
8a54ba55-78d2-4f5d-a9b2-381226e0c97b,20190621-080627,1
9a2cecb1-d2d4-4beb-8feb-50400bb742aa,20190621-090653,1
881bc7f4-5e16-4faa-87f0-b54e3db563b9,20190622-020644,1
adeae083-b499-4544-af7d-7ac1ac1c68c4,20190622-130602,1
fc6bd895-6a1d-45e6-b79f-daa89a3d7020,20190622-130651,1
85755855-a724-4a41-8210-13a30a55574d,20190623-190601,1
cc240941-f918-4736-8b4d-ec5d129549a0,20190624-080623,1
c28f2c32-1b52-4538-a84e-67d0f428a0fb,20190625-100626,1
1d10dc5f-5480-488d-ac95-9457e0ee06d1,20190625-110638,1
3bcd9381-979d-4d7e-a6b2-e28d0b874a1c,20190625-140614,1
a3818c26-336b-4afa-bb92-6280f6979a40,20190625-140619,1
9beb4e9f-d0b4-472f-a32c-c2688e865c86,20190625-170602,1
0de08f7a-4cc6-430b-92b9-336192627c07,20190712-120705,1
5cbdcd51-0588-4b45-87a2-71e523fc61c0,20190712-120738,1
2272b827-84df-4ddd-9949-a148707c1d75,20190712-140727,1
b10ba370-c4f4-4196-9d7a-e0c1f097e17e,20190712-150711,1
151efbee-9bc5-4a43-92a3-2198ec9e49fc,20190712-150712,1
7abbc6a3-1fcb-430c-9ee2-615e3b9e1d76,20190718-110759,1
d11ba187-b274-4ab0-a7ce-aa621d6041af,20190726-150740,0
cd4c4c81-9176-4431-9b1f-e46125e98ada,20190731-150708,1
340b7ab3-ac70-4ca6-835d-866f3f50ab9a,20190801-090800,1
477fdda2-86eb-4f90-801b-80bea45d4cd6,20190801-130819,1
f9538cc6-c325-4290-a6aa-9b925f73e1dd,20190805-150840,1
db35c4ba-450b-4b9c-8c7c-89a29115d6b9,20190808-150851,1
c6945cc2-0f7c-4051-b1cd-f64a11a5e267,20190808-150847,1
cdd2b952-7399-4e9a-9bb9-b63289dfaeb7,20190909-170916,1
8957c7d1-2d64-4b9f-ab85-b7ce3259ad06,20190920-150944,1
5f9fdd29-a7e5-4701-9e7b-83b881fa342c,20190922-110937,1
aeaeb6cd-8c31-4271-99aa-497a298b949b,20190924-110908,1
5cc892bc-748c-4440-8020-89a2b89ed903,20190927-120955,1
147e193d-9597-4203-86c7-0220e1acb74a,20190927-220958,1
72f2c7bd-de9a-4d32-9190-cdbfd6307cb6,20191002-111037,1
c98e2205-acb6-4191-9bc5-5f73565f16d7,20191015-221056,1
bb78cf4f-1cbc-4e7f-a670-8476295e4f1d,20191113-151120,1
0daa0bf5-5a27-484a-8686-440e9dab8040,20191216-141248,0
85d80e56-69d2-4579-be7d-97e56bda1faf,20200212-110230,1
95b89dda-021b-4dfb-9538-872e511441d3,20200403-100408,1
ed7385ed-e526-4be8-9d10-089d415a908a,20200403-100457,1
dfe64916-472b-4faf-8f47-36d062b95a0e,20200421-100452,0
cb0bf80a-7fec-4998-8e82-dcea3f6cfc04,20200421-130418,0
b14de655-a3c1-416e-be11-e7b1f613b11a,20200421-130406,1
